RowNumber,CustomerId,First Name,Second Name,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,HasCrCard
4021,15647453,Imran ,Rafi,721,Pahang,Male,42,4,102936.72,1,0,1187.88,0
4022,15697100,Ella,Jolie,772,Selangor,Female,48,6,108736.52,1,0,184564.67,1
4023,15811290,Ghani ,Umar ,680,Johor,Male,44,0,129974.79,2,1,33391.38,1
4024,15629187,Hasan ,Ramli ,535,Selangor,Male,38,8,85982.07,1,0,9238.35,1
4025,15758073,Hawa,Dwi,655,Pahang,Female,20,7,134397.61,1,0,28029.54,0
4026,15640769,Sadiq ,Sadiq ,660,Pahang,Male,63,8,137841.53,1,1,42790.29,1
4027,15606641,Amin,Daniel,762,Johor,Male,56,10,100260.88,3,1,77142.42,1
4028,15718280,Amri,Jamil ,662,Pahang,Male,39,5,139822.11,2,1,146219.9,1
4029,15764335,Fiza,Lela,463,Pahang,Female,41,8,123151.51,2,0,70127.93,1
4030,15634218,Lutfi ,Amri,501,Johor,Male,27,4,95331.83,2,0,132104.76,1
4031,15808760,Jolie,Lela,603,Kelantan,Female,42,6,0,1,1,90437.87,1
4032,15648461,Abu,Khairul,688,Selangor,Male,37,7,138162.41,2,1,113926.31,1
4033,15593555,Abu,Lutfi ,430,Johor,Male,38,9,0,2,1,12050.77,1
4034,15569079,Khairul,Fauzi ,632,Selangor,Male,48,6,126066.26,1,0,64345.61,1
4035,15800736,Salma,Jolie,601,Kelantan,Female,42,4,96763.89,1,1,199242.65,1
4036,15792607,Tia,Dwi,769,Kelantan,Female,38,2,0,2,0,75578.67,0
4037,15640034,Zaid,Rafi,551,Johor,Male,42,2,139561.46,1,0,43435.43,1
4038,15807563,Lela,Nisha,841,Kelantan,Female,52,5,0,1,0,183239.71,0
4039,15684461,Samima,Samima,469,Selangor,Female,31,6,0,1,0,146213.75,1
4040,15580134,Umar ,Fauzi ,479,Selangor,Male,27,2,172463.45,1,1,40315.27,1
4041,15679075,Daniel,Ramli ,701,Pahang,Male,37,8,107798.85,1,0,16966.73,1
4042,15742504,Khairul,Abu,593,Kelantan,Male,36,2,70181.48,2,0,80608.12,1
4043,15567328,Khairul,Umar ,738,Pahang,Male,38,5,177997.07,1,1,19233.41,0
4044,15698294,Daniel,Sadiq ,635,Johor,Male,31,1,0,2,0,135382.23,1
4045,15607142,Khairul,Amri,658,Johor,Male,32,8,0,1,1,80410.68,1
4046,15738516,Bella,Salma,687,Selangor,Female,36,5,0,1,0,17696.22,1
4047,15806403,Amin,Daniel,650,Johor,Male,37,9,0,2,0,17974.08,1
4048,15656707,Amri,Ramzi ,720,Pahang,Male,21,2,123200.78,1,1,180712.28,1
4049,15653715,Hiza,Asha ,602,Pahang,Female,63,7,0,2,1,56323.21,1
4050,15806184,Amri,Umar ,618,Kelantan,Male,33,4,0,2,1,77550.18,1
4051,15585734,Tariq ,Daniel,803,Kelantan,Male,41,9,137742.9,2,1,166957.82,1
4052,15725639,Hawa,Bella,793,Selangor,Female,63,9,116270.72,1,1,184243.25,1
4053,15618401,Amin,Abu,616,Kelantan,Male,41,10,113220.2,2,1,114072.91,1
4054,15785385,Ghani ,Amin,550,Selangor,Male,51,5,0,2,0,153917.41,1
4055,15734762,Nisha,Jolie,602,Johor,Female,56,3,115895.22,3,0,4176.17,1
4056,15767129,Ella,Dania,452,Johor,Female,60,6,121730.49,1,1,142963.29,1
4057,15797204,Zainab,Hawa,655,Selangor,Female,28,3,113811.85,2,1,76844.23,0
4058,15769272,Fiza,Bella,510,Johor,Female,26,6,136214.08,1,0,159742.33,0
4059,15771966,Rafi,Daniel,557,Kelantan,Male,39,8,146200.01,1,0,177944.64,1
4060,15691952,Daniel,Daud ,676,Selangor,Male,37,10,106242.67,1,1,166678.28,1
4061,15593250,Hiza,Zainab,640,Pahang,Female,29,4,0,2,0,44904.26,1
4062,15605333,Amri,Rafi,529,Selangor,Male,31,6,0,1,0,10625.91,1
4063,15800083,Imran ,Fauzi ,559,Johor,Male,45,8,24043.45,1,1,169781.45,0
4064,15575691,Asha ,Jolie,689,Johor,Female,58,5,0,2,1,49848.86,0
4065,15689886,Daud ,Khairul,626,Selangor,Male,39,10,132287.92,3,1,51467.92,1
4066,15809838,Khairul,Rafi,697,Kelantan,Male,30,1,0,2,0,735.79,0
4067,15736154,Ella,Zara,823,Johor,Female,44,1,0,2,1,182495.7,0
4068,15767391,Dania,Tia,565,Kelantan,Female,32,4,90322.99,2,1,118740.37,0
4069,15704910,Abu,Daud ,631,Pahang,Male,23,3,0,2,0,13813.24,1
4070,15656613,Hawa,Lela,646,Selangor,Female,34,3,131283.11,1,0,130500.65,0
4071,15611551,Daud ,Zaid,676,Johor,Male,48,1,131659.59,2,1,14152.15,0
4072,15732430,Jolie,Samima,850,Johor,Female,54,4,120952.74,1,0,66963.15,1
4073,15741865,Dwi,Latifa,810,Pahang,Female,38,9,153166.17,1,1,93261.69,1
4074,15634143,Rafi,Amri,581,Selangor,Male,30,0,53291.86,1,0,196582.28,0
4075,15609676,Bella,Tia,718,Johor,Female,35,2,167924.95,1,0,43024.64,1
4076,15761600,Daniel,Zaid,713,Johor,Male,43,5,86394.14,1,1,130001.13,1
4077,15676404,Latifa,Hawa,672,Johor,Female,50,1,0,1,0,12106.82,1
4078,15659236,Fauzi ,Amri,781,Selangor,Male,33,3,0,2,1,42556.33,1
4079,15690440,Amin,Zaid,656,Selangor,Male,47,1,0,2,1,197961.93,1
4080,15694601,Dwi,Hawa,583,Johor,Female,31,4,158978.79,1,0,12538.92,1
4081,15812262,Rose,Hawa,808,Kelantan,Female,37,2,100431.84,1,0,35140.49,1
4082,15762821,Zaid,Rafi,721,Johor,Male,33,5,0,2,1,117626.9,0
4083,15669301,Mila,Dania,778,Johor,Female,29,6,150358.97,1,0,62454.01,1
4084,15672640,Jolie,Jolie,850,Johor,Female,45,4,114347.85,2,1,109089.04,1
4085,15750458,Rose,Samima,693,Selangor,Female,39,4,0,2,1,142331.39,0
4086,15627251,Ramzi ,Tariq ,520,Kelantan,Male,34,4,134007.9,1,1,193209.11,1
4087,15764294,Rafi,Hasan ,759,Pahang,Male,31,4,98899.91,1,1,47832.82,1
4088,15659962,Daniel,Amin,637,Johor,Male,60,3,0,2,1,70174.03,1
4089,15788536,Jamil ,Syamsul,755,Pahang,Male,40,2,137430.82,2,0,176768.59,0
4090,15596979,Asha ,Nisha,662,Pahang,Female,47,6,0,2,1,129392.75,1
4091,15681220,Rose,Dania,503,Kelantan,Female,37,8,0,2,1,97893.32,1
4092,15635097,Imran ,Sadiq ,599,Pahang,Male,39,2,188976.89,2,1,176142.09,0
4093,15780779,Mila,Elsa,583,Selangor,Female,40,4,0,2,0,114093.73,1
4094,15798470,Elsa,Hiza,764,Kelantan,Female,48,1,75990.97,1,0,158323.81,1
4095,15760880,Fauzi ,Imran ,513,Kelantan,Male,29,10,0,2,1,25514.77,0
4096,15616929,Amri,Daniel,730,Selangor,Male,62,5,112181.08,1,1,61513.87,0
4097,15758775,Lutfi ,Khairul,820,Johor,Male,34,10,97208.46,1,1,59553.34,1
4098,15663386,Asha ,Jolie,597,Selangor,Female,26,7,0,2,0,110253.2,1
4099,15621267,Daud ,Hasan ,637,Kelantan,Male,32,5,0,1,0,148769.08,0
4100,15720509,Ramli ,Umar ,696,Selangor,Male,34,9,150856.79,1,1,8236.78,0
4101,15693322,Zara,Zara,635,Kelantan,Female,37,9,146748.07,1,1,11407.58,0
4102,15589544,Hawa,Ella,673,Pahang,Female,57,4,0,2,1,49684.09,1
4103,15772030,Syamsul,Khairul,662,Selangor,Male,33,3,0,2,1,68064.83,0
4104,15693337,Imran ,Amri,683,Johor,Male,41,0,148863.17,1,1,163911.32,1
4105,15676571,Sadiq ,Syamsul,850,Kelantan,Male,55,6,0,1,0,944.41,1
4106,15701392,Amin,Khairul,815,Johor,Male,28,6,0,2,1,185547.71,0
4107,15741092,Zaid,Abu,671,Johor,Male,34,10,153360.02,1,0,140509.86,1
4108,15643865,Latifa,Hiza,601,Selangor,Female,40,3,92055.36,1,1,164652.02,0
4109,15769389,Samima,Lela,709,Johor,Female,39,9,124723.92,1,0,73641.86,1
4110,15807768,Ramli ,Daniel,702,Kelantan,Male,28,1,103033.83,1,1,40321.87,1
4111,15801630,Abu,Lutfi ,558,Kelantan,Male,40,6,0,2,0,173844.89,1
4112,15705034,Lutfi ,Lutfi ,691,Johor,Male,40,1,0,2,1,145613.17,1
4113,15763107,Ella,Samima,700,Kelantan,Female,30,9,0,1,1,174971.64,1
4114,15667085,Lutfi ,Umar ,667,Kelantan,Male,33,4,0,2,1,131834.75,1
4115,15647008,Daud ,Tariq ,624,Kelantan,Male,54,3,116726.22,1,0,110498.1,1
4116,15584505,Jolie,Ella,580,Selangor,Female,23,5,113923.81,2,0,196241.43,0
4117,15748068,Bella,Ella,571,Kelantan,Female,31,3,0,2,1,194667.92,1
4118,15663964,Zaid,Ramli ,561,Selangor,Male,37,5,0,2,0,83093.25,1
4119,15782311,Daniel,Lutfi ,529,Johor,Male,28,9,0,2,1,52545.24,1
4120,15588197,Syamsul,Lutfi ,670,Selangor,Male,36,7,0,2,0,59571.5,0
4121,15610105,Dwi,Samima,666,Kelantan,Female,21,1,121827.43,2,1,99818.31,1
4122,15606133,Jamil ,Daniel,628,Selangor,Male,42,7,0,2,1,172967.87,0
4123,15599403,Amri,Daud ,577,Selangor,Male,60,10,125389.7,2,1,178616.73,1
4124,15648225,Salma,Hiza,652,Selangor,Female,38,1,103895.31,1,1,159649.44,0
4125,15608406,Ramzi ,Ramzi ,678,Kelantan,Male,26,5,111128.04,1,0,60941.27,1
4126,15633378,Hawa,Mila,692,Selangor,Female,49,9,0,2,0,178342.63,1
4127,15664759,Khairul,Imran ,675,Selangor,Male,32,10,0,2,0,191545.65,1
4128,15625545,Amri,Sadiq ,712,Pahang,Male,52,9,0,1,1,117977.45,1
4129,15772148,Hawa,Hiza,639,Selangor,Female,37,5,151242.48,1,1,49637.65,0
4130,15810829,Sadiq ,Daud ,618,Johor,Male,48,7,0,1,0,13921.82,1
4131,15731669,Umar ,Ghani ,554,Selangor,Male,39,2,129709.62,1,0,173197.12,1
4132,15738634,Ghani ,Khairul,533,Pahang,Male,47,9,83347.25,1,1,137696.25,1
4133,15737571,Bella,Jolie,540,Kelantan,Female,28,6,84121.04,1,1,80698.54,0
4134,15667602,Lutfi ,Ramli ,704,Kelantan,Male,33,3,0,2,0,73018.74,1
4135,15684147,Zaid,Daniel,678,Kelantan,Male,43,5,102338.19,1,1,79649.62,1
4136,15789874,Hawa,Ella,712,Kelantan,Female,29,3,87375.78,2,0,166194.53,0
4137,15757952,Imran ,Abu,651,Kelantan,Male,44,2,0,3,0,102530.35,1
4138,15698732,Ghani ,Abu,789,Johor,Male,51,3,104677.09,1,0,74265.38,1
4139,15714355,Umar ,Rafi,775,Johor,Male,32,8,121669.23,1,1,125898.39,0
4140,15599090,Imran ,Lutfi ,564,Kelantan,Male,40,7,108407.34,1,1,83681.2,1
4141,15762048,Zainab,Elsa,841,Selangor,Female,33,7,154969.79,2,1,99505.75,1
4142,15790596,Fauzi ,Hasan ,850,Selangor,Male,39,0,141829.67,1,1,92748.16,1
4143,15609623,Jolie,Ella,637,Pahang,Female,63,5,0,1,0,28092.77,1
4144,15711901,Fauzi ,Daud ,500,Pahang,Male,45,2,109162.82,1,1,126145.08,1
4145,15779809,Imran ,Abu,655,Kelantan,Male,44,8,87471.63,1,1,188593.98,0
4146,15729018,Jolie,Salma,666,Pahang,Female,33,2,147229.65,1,1,56410.17,1
4147,15698246,Mila,Fiza,658,Johor,Female,24,2,0,2,1,84694.49,1
4148,15712409,Ghani ,Daud ,749,Selangor,Male,66,6,182532.23,2,1,195429.92,1
4149,15758306,Sadiq ,Jamil ,654,Selangor,Male,32,6,0,2,1,137898.57,1
4150,15621435,Elsa,Lela,623,Pahang,Female,39,1,160903.2,1,0,78774.36,0
4151,15566295,Dwi,Dwi,761,Selangor,Female,33,6,138053.79,2,0,148779.41,1
4152,15569098,Daud ,Sadiq ,627,Johor,Male,44,6,153548.12,1,0,35300.08,0
4153,15662532,Tariq ,Umar ,757,Johor,Male,31,8,149085.9,2,1,197077.36,1
4154,15664001,Tia,Zara,695,Johor,Female,53,8,95231.91,1,0,70140.8,0
4155,15703437,Amri,Daniel,726,Pahang,Male,34,3,0,2,0,196288.46,1
4156,15708003,Ghani ,Imran ,587,Johor,Male,41,8,85109.21,1,0,1557.82,1
4157,15599452,Asha ,Nisha,605,Pahang,Female,43,8,125338.8,2,0,23970.13,1
4158,15719793,Amri,Daud ,850,Selangor,Male,62,5,0,2,1,180243.56,1
4159,15771580,Elsa,Samima,850,Kelantan,Female,38,0,106831.69,1,1,148977.72,0
4160,15732268,Ramzi ,Ramli ,751,Johor,Male,29,3,159597.45,1,0,39934.41,1
4161,15722350,Rose,Zara,627,Johor,Female,37,7,147361.57,1,1,133031.96,1
4162,15611371,Ramzi ,Rafi,736,Pahang,Male,43,4,176134.54,1,1,52856.88,1
4163,15673584,Nisha,Jolie,652,Pahang,Female,74,5,0,2,1,937.15,1
4164,15636396,Fiza,Zara,627,Selangor,Female,35,7,0,2,1,193022.44,0
4165,15706170,Syamsul,Daniel,636,Kelantan,Male,34,1,84055.43,1,0,37490.84,0
4166,15725478,Amin,Sadiq ,775,Kelantan,Male,60,7,0,2,1,111558.7,1
4167,15654562,Hiza,Tia,850,Kelantan,Female,45,5,174088.3,4,0,5669.31,1
4168,15737509,Fauzi ,Ramli ,850,Kelantan,Male,34,8,199229.14,1,0,68106.29,0
4169,15690796,Jamil ,Amri,516,Selangor,Male,37,8,0,1,0,101834.58,1
4170,15716728,Bella,Zainab,513,Kelantan,Female,42,10,0,2,1,73151.25,0
4171,15605665,Hiza,Hiza,673,Kelantan,Female,69,3,78833.15,2,1,37196.15,1
4172,15748481,Hiza,Asha ,564,Johor,Female,27,6,0,1,0,7819.76,0
4173,15757777,Asha ,Nisha,636,Selangor,Female,35,2,0,2,1,23129.46,1
4174,15747808,Abu,Hasan ,712,Kelantan,Male,29,3,102540.61,1,1,189680.79,1
4175,15810593,Ramli ,Daud ,568,Johor,Male,51,4,0,3,1,66586.56,1
4176,15693376,Ghani ,Rafi,741,Johor,Male,43,0,0,2,1,2920.63,1
4177,15579808,Dania,Ella,754,Johor,Female,39,8,129401.87,1,1,87684.93,1
4178,15598275,Nisha,Tia,709,Pahang,Female,32,7,0,2,1,199418.02,1
4179,15737080,Asha ,Hawa,510,Selangor,Female,32,1,0,2,1,28515.17,0
4180,15668580,Umar ,Lutfi ,716,Johor,Male,33,2,0,2,1,92916.53,1
4181,15569438,Sadiq ,Ghani ,607,Johor,Male,36,10,106702.94,2,0,198313.69,0
4182,15675842,Amri,Tariq ,656,Johor,Male,26,4,139584.57,1,0,36308.93,1
4183,15577587,Imran ,Daniel,550,Johor,Male,52,5,121016.23,1,1,41730.37,1
4184,15625592,Hasan ,Amin,486,Johor,Male,26,2,0,2,1,31399.4,1
4185,15635141,Rafi,Imran ,598,Selangor,Male,59,8,118210.42,2,0,60192.14,0
4186,15642570,Khairul,Zaid,675,Selangor,Male,35,8,0,2,0,29062.25,1
4187,15702175,Asha ,Ella,755,Pahang,Female,29,4,148654.84,2,1,28805.09,1
4188,15677785,Rafi,Rafi,656,Pahang,Male,32,5,136963.12,1,0,133814.28,1
4189,15786153,Umar ,Imran ,644,Kelantan,Male,47,9,137774.11,2,0,151902.78,1
4190,15759499,Zara,Mila,598,Selangor,Female,32,4,111156.52,1,1,167376.26,1
4191,15659568,Nisha,Dwi,850,Selangor,Female,31,3,121237.65,1,1,31022.56,1
4192,15715597,Ramzi ,Abu,679,Johor,Male,36,1,97234.58,1,0,188997.08,1
4193,15610147,Sadiq ,Umar ,632,Pahang,Male,60,2,0,2,1,2085.32,0
4194,15802362,Sadiq ,Daud ,550,Johor,Male,45,0,0,2,1,70399.71,0
4195,15660524,Rose,Zainab,572,Kelantan,Female,54,9,97382.53,1,1,195771.95,1
4196,15747168,Salma,Mila,626,Selangor,Female,47,2,103108.8,1,1,166475.44,0
4197,15796910,Hawa,Elsa,625,Pahang,Female,57,7,0,1,0,84106.17,0
4198,15707674,Tia,Dwi,515,Johor,Female,58,2,131852.81,1,0,81436.68,1
4199,15565706,Umar ,Sadiq ,612,Pahang,Male,35,1,0,1,1,83256.26,1
4200,15587596,Zainab,Salma,628,Johor,Female,39,8,107553.33,1,0,117523.41,1
4201,15751943,Nisha,Salma,529,Kelantan,Female,43,5,0,2,0,79476.63,0
4202,15621227,Rose,Latifa,668,Selangor,Female,46,7,161806.09,1,1,173052.19,1
4203,15757588,Daud ,Amri,526,Kelantan,Male,30,9,0,2,0,100995.68,0
4204,15640922,Zara,Fiza,791,Selangor,Female,52,7,0,1,1,122782.5,1
4205,15567557,Ramzi ,Daniel,573,Johor,Male,27,2,128243.03,1,1,11631.34,1
4206,15670103,Hawa,Jolie,565,Johor,Female,38,5,126645.13,1,1,168303.55,1
4207,15720929,Fiza,Rose,604,Pahang,Female,47,8,62094.71,3,0,9308.1,0
4208,15732774,Amri,Daud ,656,Johor,Male,37,7,112291.34,1,0,153157.97,1
4209,15628558,Samima,Lela,447,Johor,Female,44,5,89188.83,1,1,75408.24,1
4210,15729201,Ghani ,Jamil ,682,Kelantan,Male,55,9,0,1,0,153356.8,1
4211,15731117,Amin,Daniel,437,Johor,Male,28,2,109161.25,1,0,152987.42,1
4212,15615207,Syamsul,Zaid,792,Selangor,Male,47,0,0,1,1,5557.88,1
4213,15773512,Dwi,Latifa,627,Selangor,Female,25,4,0,1,1,194313.93,1
4214,15572145,Rose,Bella,767,Johor,Female,34,8,0,2,0,94767.77,1
4215,15642710,Umar ,Lutfi ,686,Kelantan,Male,26,7,0,2,0,1540.89,1
4216,15574213,Samima,Dania,789,Kelantan,Female,53,1,158271.74,1,1,5036.39,1
4217,15718852,Ramli ,Lutfi ,794,Selangor,Male,56,9,96951.21,1,1,71776.76,1
4218,15583840,Daud ,Sadiq ,587,Selangor,Male,35,5,121863.61,1,1,23481.69,1
4219,15782418,Asha ,Zainab,589,Johor,Female,19,9,83495.11,1,1,143022.31,1
4220,15813504,Latifa,Fiza,543,Johor,Female,25,1,146566.01,1,1,161407.48,0
4221,15711314,Jolie,Dania,589,Pahang,Female,45,1,0,1,0,125939.22,0
4222,15621064,Imran ,Sadiq ,701,Selangor,Male,23,5,186101.18,2,1,76611.33,1
4223,15627847,Hasan ,Fauzi ,850,Johor,Male,40,6,0,1,0,136985.08,1
4224,15588090,Zara,Hawa,726,Johor,Female,51,8,107494.86,2,0,140937.91,1
4225,15735270,Jamil ,Jamil ,767,Johor,Male,47,2,0,1,0,48161.18,1
4226,15671804,Jamil ,Daniel,648,Pahang,Male,36,8,146943.38,2,1,130041.45,1
4227,15753215,Bella,Hiza,651,Johor,Female,36,8,0,2,0,91652.43,1
4228,15789941,Samima,Jolie,633,Johor,Female,36,6,125130.28,1,0,125961.48,0
4229,15691061,Fiza,Bella,740,Pahang,Female,37,9,0,2,1,73225.31,1
4230,15808326,Ella,Fiza,592,Selangor,Female,34,9,0,2,1,20460.2,1
4231,15566660,Asha ,Nisha,670,Selangor,Female,41,10,0,3,0,81602.02,1
4232,15778947,Abu,Tariq ,628,Kelantan,Male,36,3,0,2,1,8742.91,1
4233,15632977,Daud ,Amin,745,Pahang,Male,47,5,0,2,0,145789.71,0
4234,15591747,Ghani ,Hasan ,705,Kelantan,Male,32,3,0,2,0,129576.99,0
4235,15567335,Lela,Lela,559,Selangor,Female,42,7,0,2,1,190040.29,1
4236,15609299,Amri,Sadiq ,595,Pahang,Male,29,6,150685.79,1,0,87771.06,1
4237,15669945,Umar ,Sadiq ,492,Kelantan,Male,35,4,141359.37,2,0,39519.53,1
4238,15736271,Zainab,Hawa,498,Pahang,Female,29,9,0,1,0,190035.83,1
4239,15710390,Rose,Lela,655,Johor,Female,39,6,94631.26,2,1,148948.52,1
4240,15756481,Latifa,Asha ,636,Pahang,Female,39,3,118336.14,1,0,184691.77,1
4241,15736730,Zara,Nisha,634,Pahang,Female,45,2,0,1,1,143458.31,1
4242,15626040,Ramli ,Rafi,793,Johor,Male,63,0,0,2,1,27166.75,0
4243,15746553,Amin,Rafi,526,Kelantan,Male,50,5,124233.24,1,1,159456.87,0
4244,15622518,Samima,Nisha,768,Selangor,Female,26,5,51116.26,1,1,70454.79,1
4245,15684908,Daud ,Amin,540,Selangor,Male,64,1,91869.69,1,1,95421,0
4246,15569446,Dania,Mila,732,Kelantan,Female,34,8,122338.43,2,0,187985.85,1
4247,15777504,Tia,Ella,617,Kelantan,Female,30,8,0,1,1,92621.9,1
4248,15677906,Hawa,Mila,637,Selangor,Female,54,5,0,1,1,150836.98,0
4249,15703292,Umar ,Fauzi ,573,Johor,Male,26,8,86270.93,2,1,90177.3,1
4250,15712938,Daniel,Khairul,531,Pahang,Male,44,3,0,2,1,34416.79,1
4251,15631359,Bella,Zainab,489,Pahang,Female,38,5,117289.92,1,0,85231.88,0
4252,15720847,Lutfi ,Tariq ,601,Johor,Male,35,2,0,2,1,118983.18,1
4253,15787830,Ramzi ,Hasan ,452,Johor,Male,33,7,153663.27,1,0,111868.23,1
4254,15599869,Samima,Ella,728,Johor,Female,29,1,0,1,1,83056.22,1
4255,15592078,Mila,Hiza,590,Pahang,Female,27,8,123599.49,2,0,1676.92,1
4256,15596228,Daud ,Ghani ,490,Selangor,Male,29,4,0,2,0,32089.57,1
4257,15578462,Tia,Samima,596,Kelantan,Female,76,9,134208.25,1,1,13455.43,1
4258,15756894,Rafi,Syamsul,635,Johor,Male,29,1,0,1,1,24865.54,0
4259,15796167,Khairul,Imran ,782,Selangor,Male,35,7,98556.89,2,0,117644.36,1
4260,15664808,Dwi,Hawa,790,Kelantan,Female,37,3,0,3,0,98897.32,0
4261,15664555,Amin,Amin,587,Kelantan,Male,40,2,0,4,1,106174.7,0
4262,15607278,Zara,Dania,794,Kelantan,Female,46,8,134593.79,1,1,46386.37,1
4263,15585222,Abu,Syamsul,515,Johor,Male,41,8,0,2,1,185054.14,1
4264,15750299,Ramzi ,Amin,746,Selangor,Male,24,10,68781.82,1,1,47997.39,0
4265,15761294,Samima,Ella,667,Selangor,Female,56,8,137464.04,1,0,130846.79,1
4266,15810454,Hasan ,Amin,709,Kelantan,Male,32,4,147307.91,1,1,40861.55,0
4267,15673984,Asha ,Asha ,536,Johor,Female,35,8,0,1,0,171840.24,1
4268,15609319,Zainab,Asha ,711,Johor,Female,41,3,145754.91,1,1,101455.07,1
4269,15709941,Ramli ,Ramzi ,753,Selangor,Male,46,8,0,3,0,90747.94,1
4270,15580252,Ramli ,Amri,748,Kelantan,Male,44,4,112610.77,1,1,2048.55,0
4271,15741275,Ella,Bella,623,Kelantan,Female,57,7,71481.79,2,1,84421.34,1
4272,15707132,Sadiq ,Khairul,465,Pahang,Male,33,5,0,2,1,78698.09,0
4273,15600708,Rose,Tia,640,Selangor,Female,34,3,77826.8,1,1,168544.85,1
4274,15804787,Imran ,Amin,562,Johor,Male,75,5,87140.85,1,1,39351.64,1
4275,15690021,Samima,Asha ,502,Kelantan,Female,42,0,132002.7,1,1,28204.98,0
4276,15763895,Jamil ,Amin,536,Johor,Male,32,7,178011.5,2,0,22375.14,1
4277,15623478,Fiza,Latifa,670,Johor,Female,32,4,102954.68,2,1,134942.45,0
4278,15797910,Hasan ,Rafi,775,Kelantan,Male,51,2,123783.25,1,1,134901.57,1
4279,15577751,Daniel,Ramli ,759,Kelantan,Male,30,4,101802.67,1,0,8693.8,0
4280,15781777,Hasan ,Rafi,604,Kelantan,Male,33,3,148659.48,1,0,42437.75,0
4281,15740527,Samima,Mila,766,Selangor,Female,62,7,142724.48,1,1,5893.23,0
4282,15721251,Zara,Asha ,554,Kelantan,Female,41,4,112152.89,1,1,36242.19,0
4283,15602994,Asha ,Dania,487,Johor,Female,53,10,89550.85,1,1,90076.85,0
4284,15750769,Fauzi ,Daniel,725,Pahang,Male,35,7,75915.75,1,0,150507.43,1
4285,15740175,Rose,Ella,732,Johor,Female,42,2,118889.66,2,0,87422.15,0
4286,15679968,Zaid,Imran ,623,Pahang,Male,40,5,118788.57,1,0,192867.4,1
4287,15694404,Nisha,Samima,781,Selangor,Female,42,3,156555.54,1,1,175674.01,1
4288,15657529,Zaid,Ramli ,714,Kelantan,Male,53,1,99141.86,1,1,72496.05,1
4289,15762882,Rose,Dania,577,Pahang,Female,31,4,61211.18,1,1,145250.43,1
4290,15642579,Nisha,Elsa,731,Kelantan,Female,37,1,128932.4,1,1,180712.52,1
4291,15598884,Rose,Ella,650,Pahang,Female,23,5,0,1,1,180622.43,1
4292,15770185,Ghani ,Syamsul,779,Johor,Male,32,10,80728.15,1,0,86306.75,1
4293,15800287,Mila,Rose,706,Pahang,Female,46,2,127660.46,2,0,150156.82,1
4294,15665861,Ghani ,Hasan ,733,Kelantan,Male,44,3,106070.89,1,1,101617.43,0
4295,15662203,Lela,Hawa,579,Selangor,Female,42,3,137560.38,2,1,85424.34,1
4296,15616454,Lela,Hawa,476,Kelantan,Female,34,8,111905.43,1,1,197221.81,0
4297,15702788,Khairul,Lutfi ,775,Johor,Male,40,9,126212.64,1,0,70196.57,1
4298,15778149,Lutfi ,Ghani ,538,Kelantan,Male,68,9,0,2,0,110440.5,1
4299,15680001,Khairul,Daud ,602,Selangor,Male,38,7,111835.94,2,0,124389.61,1
4300,15711991,Ramli ,Abu,615,Selangor,Male,30,8,0,2,0,3183.15,0
4301,15633834,Lela,Zainab,700,Johor,Female,28,3,99705.69,2,0,146723.72,0
4302,15765266,Khairul,Imran ,615,Johor,Male,32,1,0,2,0,2139.25,0
4303,15791867,Amin,Tariq ,544,Selangor,Male,44,2,108895.93,1,0,69228.2,0
4304,15675380,Zaid,Umar ,573,Pahang,Male,56,3,154669.77,1,1,115462.27,0
4305,15770576,Amin,Abu,555,Selangor,Male,50,7,128061,2,1,62375.1,1
4306,15775294,Dwi,Nisha,692,Selangor,Female,31,2,0,2,0,91829.17,1
4307,15727059,Nisha,Tia,476,Johor,Female,40,4,0,2,0,182547.04,0
4308,15702499,Fauzi ,Imran ,770,Johor,Male,46,9,190678.02,1,1,14725.36,1
4309,15611699,Rose,Mila,641,Kelantan,Female,40,7,0,1,0,126996.67,1
4310,15654000,Latifa,Dwi,705,Johor,Female,35,5,0,1,0,133991.11,1
4311,15657881,Daud ,Imran ,784,Pahang,Male,38,5,136712.91,1,1,169920.92,0
4312,15719991,Dwi,Elsa,727,Selangor,Female,52,1,154733.97,1,0,80259.67,1
4313,15720687,Fiza,Asha ,576,Selangor,Female,41,4,112609.91,1,0,191035.18,0
4314,15687079,Jamil ,Rafi,646,Selangor,Male,69,10,115462.44,1,0,40421.87,1
4315,15582276,Rafi,Jamil ,638,Pahang,Male,34,5,133501.36,1,1,155643.04,0
4316,15763980,Daniel,Amri,632,Selangor,Male,30,1,58668.02,1,1,78670.52,1
4317,15720774,Tariq ,Lutfi ,850,Pahang,Male,44,7,89118.26,1,0,104240.77,1
4318,15592194,Zainab,Asha ,492,Pahang,Female,28,9,0,2,0,95957.09,1
4319,15803685,Rose,Salma,673,Johor,Female,77,10,76510.52,2,1,59595.66,0
4320,15759456,Khairul,Fauzi ,609,Selangor,Male,34,7,140694.78,2,0,46266.63,1
4321,15611544,Sadiq ,Ramli ,701,Johor,Male,36,7,95448.32,2,0,189085.07,1
4322,15794257,Daniel,Khairul,651,Johor,Male,34,4,91562.99,1,1,123954.15,1
4323,15681697,Amin,Daniel,508,Selangor,Male,31,8,72541.48,1,0,129803.08,1
